Sex,Age,Height,Weight,Year,Season,HostCity,Sport,MedalType,AthleteCountry,HostRegion,AthleteRegion,SportType
M,17,187,79,1968,Summer,Mexico City,Swimming,Bronze,Australia,North America,Oceania,Water
F,30,172,63,1980,Summer,Moskva,Basketball,Bronze,Serbia,Europe,Europe,Ball
M,28,199,96,2016,Summer,Rio de Janeiro,Basketball,Silver,Serbia,South America,Europe,Ball
M,23,186,85,1988,Summer,Seoul,Swimming,Silver,Russia,Asia,Europe,Water
M,22,180,70,2000,Summer,Sydney,Football,Silver,Spain,Oceania,Europe,Ball
M,29,185,89,1992,Winter,Albertville,Hockey,Silver,Canada,Europe,North America,Ice
F,17,154,40,1972,Summer,Munich,Gymnastics,Gold,Russia,Europe,Europe,Acrobatic
M,21,182,78,2016,Summer,Rio de Janeiro,Football,Silver,Germany,South America,Europe,Ball
M,22,174,71,1932,Summer,Los Angeles,Cycling,Silver,France,North America,Europe,Others
F,22,174,66,1984,Summer,Los Angeles,Rowing,Bronze,Netherlands,North America,Europe,Boat
M,28,200,87,2000,Summer,Sydney,Swimming,Silver,Russia,Oceania,Europe,Water
M,22,187,87,1964,Winter,Innsbruck,Hockey,Silver,Sweden,Europe,Europe,Ice
M,23,178,66,2016,Summer,Rio de Janeiro,Football,Gold,Brazil,South America,South America,Ball
F,16,175,64,1980,Summer,Moskva,Swimming,Bronze,Germany,Europe,Europe,Water
M,25,154,53,1960,Summer,Roma,Gymnastics,Gold,Japan,Europe,Asia,Acrobatic
M,29,197,95,2012,Summer,London,Canoeing,Bronze,Germany,Europe,Europe,Boat
F,18,178,77,1976,Summer,Montreal,Rowing,Gold,Germany,North America,Europe,Boat
M,20,180,81,1976,Winter,Innsbruck,Hockey,Bronze,Germany,Europe,Europe,Ice
M,21,190,79,1924,Summer,others,Track&Field,Bronze,Sweden,Europe,Europe,Race
M,41,170,66,1992,Winter,Albertville,Skiing,Silver,Italy,Europe,Europe,Snow
F,21,169,58,2012,Summer,London,Football,Bronze,Canada,Europe,North America,Ball
F,29,170,59,2008,Summer,Beijing,Sailing,Gold,China,Asia,Asia,Boat
M,29,192,89,2004,Summer,Athina,Rowing,Bronze,Others,Europe,Africa,Boat
M,21,182,65,1956,Summer,Melbourne,Track&Field,Silver,Australia,Oceania,Oceania,Race
M,33,169,55,2016,Summer,Rio de Janeiro,Rowing,Silver,Germany,South America,Europe,Boat
M,23,188,87,1980,Summer,Moskva,Canoeing,Bronze,Germany,Europe,Europe,Boat
F,19,170,59,1984,Summer,Los Angeles,Swimming,Silver,Netherlands,North America,Europe,Water
M,28,185,91,2002,Winter,Salt Lake City,Hockey,Gold,Canada,North America,North America,Ice
F,27,159,58,1960,Summer,Roma,Track&Field,Gold,Russia,Europe,Europe,Race
M,33,182,70,1984,Summer,Los Angeles,Others,Silver,Romania,North America,Europe,Target
F,24,168,58,2008,Summer,Beijing,Track&Field,Silver,Russia,Asia,Europe,Race
F,22,162,56,1956,Summer,Melbourne,Gymnastics,Bronze,Russia,Oceania,Europe,Acrobatic
M,30,179,68,2006,Winter,Torino,Skiing,Gold,Austria,Europe,Europe,Snow
M,28,199,99,1992,Summer,Barcelona,Handball,Silver,Sweden,Europe,Europe,Ball
M,23,191,77,1968,Summer,Mexico City,Rowing,Silver,Netherlands,North America,Europe,Boat
M,18,173,59,1988,Winter,Calgary,Skiing,Gold,Finland,North America,Europe,Snow
M,27,182,77,1984,Summer,Los Angeles,Hockey,Silver,Germany,North America,Europe,Ball
F,24,179,61,2008,Summer,Beijing,Swimming,Gold,Netherlands,Asia,Europe,Water
F,19,163,60,1964,Summer,Tokyo,Gymnastics,Silver,Germany,Asia,Europe,Acrobatic
M,31,186,85,1988,Summer,Seoul,Others,Silver,Others,Asia,South America,Target
M,20,195,96,1976,Summer,Montreal,Volleyball,Bronze,Cuba,North America,North America,Ball
M,21,178,74,1984,Summer,Los Angeles,Football,Bronze,Serbia,North America,Europe,Ball
F,21,164,48,2016,Summer,Rio de Janeiro,Others,Gold,Russia,South America,Europe,Acrobatic
M,20,167,60,1980,Winter,others,Skiing,Silver,Japan,North America,Asia,Snow
M,30,181,73,1968,Summer,Mexico City,MultiSport Race,Gold,Hungary,North America,Europe,Race
F,30,166,54,2012,Summer,London,MultiSport Race,Gold,Switzerland,Europe,Europe,Race
M,21,174,69,2008,Summer,Beijing,Boxing,Silver,Cuba,Asia,North America,Combat
M,31,182,62,2000,Summer,Sydney,Track&Field,Silver,Others,Oceania,Africa,Race
M,26,172,62,2004,Summer,Athina,Gymnastics,Gold,Ukraine,Europe,Europe,Acrobatic
M,23,197,99,2016,Summer,Rio de Janeiro,Basketball,Silver,Serbia,South America,Europe,Ball
F,26,168,55,1996,Summer,Atlanta,Track&Field,Silver,Others,North America,Europe,Race
M,17,180,74,1964,Summer,Tokyo,Others,Silver,Italy,Asia,Europe,Water
M,28,182,80,2004,Summer,Athina,Canoeing,Bronze,Norway,Europe,Europe,Boat
M,19,162,56,2000,Summer,Sydney,Gymnastics,Gold,China,Oceania,Asia,Acrobatic
F,21,186,68,2000,Summer,Sydney,Basketball,Bronze,Brazil,Oceania,South America,Ball
M,24,185,80,1992,Summer,Barcelona,Swimming,Gold,Canada,Europe,North America,Water
M,27,218,115,2000,Summer,Sydney,Basketball,Bronze,Others,Oceania,Europe,Ball
M,25,179,78,2004,Summer,Athina,Cycling,Silver,Japan,Europe,Asia,Others
F,27,166,56,1964,Summer,Tokyo,Gymnastics,Bronze,Russia,Asia,Europe,Acrobatic
F,21,178,65,1980,Summer,Moskva,Fencing,Bronze,Hungary,Europe,Europe,Combat
M,19,180,84,1984,Summer,Los Angeles,Swimming,Silver,Canada,North America,North America,Water
F,30,175,60,2016,Summer,Rio de Janeiro,Swimming,Bronze,Belarus,South America,Europe,Water
M,31,197,87,1980,Summer,Moskva,Basketball,Bronze,Russia,Europe,Europe,Ball
F,22,172,66,2016,Summer,Rio de Janeiro,Football,Silver,Sweden,South America,Europe,Ball
M,26,196,86,2004,Summer,Athina,Track&Field,Bronze,France,Europe,Europe,Race
F,32,170,59,2008,Summer,Beijing,Track&Field,Bronze,Others,Asia,Europe,Race
M,30,198,112,2008,Summer,Beijing,Water Polo,Gold,Hungary,Asia,Europe,Water
F,26,164,54,2012,Summer,London,Hockey,Gold,Netherlands,Europe,Europe,Ball
M,27,168,62,1964,Summer,Tokyo,Wrestling,Silver,Bulgaria,Asia,Europe,Combat
M,26,179,77,2000,Summer,Sydney,Fencing,Silver,France,Oceania,Europe,Combat
M,22,178,78,1992,Summer,Barcelona,Others,Bronze,Japan,Europe,Asia,Ball
M,21,175,73,2008,Summer,Beijing,Canoeing,Bronze,Hungary,Asia,Europe,Boat
M,29,178,74,1996,Summer,Atlanta,Water Polo,Bronze,Italy,North America,Europe,Water
F,17,149,38,2004,Summer,Athina,Gymnastics,Gold,Romania,Europe,Europe,Acrobatic
M,27,180,82,1980,Winter,others,Hockey,Bronze,Sweden,North America,Europe,Ice
M,40,185,70,1984,Summer,Los Angeles,Equestrianism,Gold,Germany,North America,Europe,Others
F,27,182,71,2000,Summer,Sydney,Handball,Silver,Hungary,Oceania,Europe,Ball
M,31,192,97,1996,Summer,Atlanta,Wrestling,Gold,Poland,North America,Europe,Combat
F,30,174,64,2012,Summer,London,Track&Field,Bronze,Russia,Europe,Europe,Race
F,23,180,64,2000,Summer,Sydney,Swimming,Silver,Sweden,Oceania,Europe,Water
M,28,190,86,1996,Summer,Atlanta,Equestrianism,Gold,Germany,North America,Europe,Others
F,19,172,67,1956,Summer,Melbourne,Swimming,Gold,Australia,Oceania,Oceania,Water
F,28,184,83,2008,Summer,Beijing,Handball,Silver,Russia,Asia,Europe,Ball
M,29,173,76,1994,Winter,Lillehammer,Others,Silver,Italy,Europe,Europe,Ice
M,23,178,77,1988,Summer,Seoul,Cycling,Bronze,Russia,Asia,Europe,Others
M,23,192,90,1976,Summer,Montreal,Handball,Bronze,Poland,North America,Europe,Ball
M,24,196,89,2000,Summer,Sydney,Volleyball,Bronze,Italy,Oceania,Europe,Ball
M,36,172,72,2006,Winter,Torino,Skiing,Gold,Italy,Europe,Europe,Snow
M,27,171,68,1976,Summer,Montreal,MultiSport Race,Gold,Poland,North America,Europe,Race
M,25,165,57,1924,Summer,others,Track&Field,Silver,Sweden,Europe,Europe,Race
M,28,183,93,1996,Summer,Atlanta,Handball,Bronze,Spain,North America,Europe,Ball
M,23,189,85,1984,Summer,Los Angeles,Rowing,Bronze,Australia,North America,Oceania,Boat
M,21,165,67,1960,Summer,Roma,Canoeing,Silver,Italy,Europe,Europe,Boat
F,29,161,52,1964,Summer,Tokyo,Gymnastics,Gold,Russia,Asia,Europe,Acrobatic
M,26,176,80,1972,Winter,others,Hockey,Bronze,Czech Republic,Asia,Europe,Ice
M,26,188,83,2012,Summer,London,Swimming,Bronze,Hungary,Europe,Europe,Water
M,24,161,62,2016,Summer,Rio de Janeiro,Gymnastics,Bronze,Russia,South America,Europe,Acrobatic
M,30,167,67,1924,Winter,others,Skating,Gold,Finland,Europe,Europe,Ice
F,30,174,70,2014,Winter,Sochi,Skiing,Bronze,Austria,Europe,Europe,Snow
F,22,171,63,2012,Summer,London,Others,Silver,China,Europe,Asia,Ball
M,30,185,72,1952,Summer,others,Track&Field,Gold,Jamaica,Europe,North America,Race
M,30,190,97,2000,Summer,Sydney,Sailing,Bronze,Sweden,Oceania,Europe,Boat
F,25,177,64,1992,Summer,Barcelona,Others,Gold,Canada,Europe,North America,Acrobatic
F,18,170,60,1964,Summer,Tokyo,Track&Field,Bronze,Poland,Asia,Europe,Race
M,24,194,92,1972,Summer,Munich,Rowing,Bronze,Czech Republic,Europe,Europe,Boat
F,25,170,65,2006,Winter,Torino,Skiing,Silver,Finland,Europe,Europe,Snow
F,22,170,71,1972,Summer,Munich,Track&Field,Gold,Germany,Europe,Europe,Race
F,21,159,51,2012,Summer,London,Others,Silver,China,Europe,Asia,Water
M,23,176,72,2010,Winter,Vancouver,Skiing,Bronze,Russia,North America,Europe,Snow
M,31,197,104,2008,Summer,Beijing,Handball,Gold,France,Asia,Europe,Ball
F,25,173,60,1998,Winter,Nagano,Others,Silver,Denmark,Asia,Europe,Ice
M,27,167,58,1968,Summer,Mexico City,Track&Field,Silver,Japan,North America,Asia,Race
F,20,186,68,1992,Summer,Barcelona,Swimming,Bronze,Russia,Europe,Europe,Water
F,27,166,50,2012,Summer,London,Track&Field,Gold,Others,Europe,Africa,Race
M,21,199,90,1996,Summer,Atlanta,Swimming,Bronze,Germany,North America,Europe,Water
F,24,188,70,2008,Summer,Beijing,Volleyball,Gold,Brazil,Asia,South America,Ball
M,34,160,63.5,1964,Summer,Tokyo,Others,Bronze,Poland,Asia,Europe,Others
M,24,172,68,1984,Winter,others,Skiing,Silver,Russia,Europe,Europe,Snow
M,31,174,72,2002,Winter,Salt Lake City,Others,Bronze,Switzerland,North America,Europe,Ice
M,24,174,75,2000,Summer,Sydney,Gymnastics,Gold,Russia,Oceania,Europe,Acrobatic
M,19,199,93,1980,Summer,Moskva,Rowing,Bronze,Russia,Europe,Europe,Boat
M,34,188,78,1980,Summer,Moskva,Track&Field,Silver,Russia,Europe,Europe,Race
M,25,167,67,1960,Summer,Roma,Wrestling,Gold,Russia,Europe,Europe,Combat
M,26,170,69,1980,Summer,Moskva,Hockey,Silver,Spain,Europe,Europe,Ball
M,44,185,88,2004,Summer,Athina,Sailing,Gold,Brazil,Europe,South America,Boat
F,17,162,47,1988,Summer,Seoul,Others,Gold,China,Asia,Asia,Water
M,25,181,79,1964,Summer,Tokyo,Volleyball,Gold,Russia,Asia,Europe,Ball
M,33,191,80,1968,Winter,others,Skiing,Gold,Norway,Europe,Europe,Snow
F,17,172,67,1996,Summer,Atlanta,Swimming,Bronze,China,North America,Asia,Water
M,32,170,55,2010,Winter,Vancouver,Skiing,Silver,Poland,North America,Europe,Snow
F,23,180,64,1996,Summer,Atlanta,Swimming,Silver,Canada,North America,North America,Water
M,24,175,60,1996,Summer,Atlanta,Track&Field,Silver,Others,North America,Africa,Race
M,24,176,84,1964,Winter,Innsbruck,Others,Silver,Austria,Europe,Europe,Ice
M,25,173,59,1992,Summer,Barcelona,Boxing,Gold,Others,Europe,Europe,Combat
M,25,154,53,1960,Summer,Roma,Gymnastics,Gold,Japan,Europe,Asia,Acrobatic
M,25,182,80,1992,Winter,Albertville,Skating,Gold,Germany,Europe,Europe,Ice
M,43,173,69,1980,Summer,Moskva,Equestrianism,Bronze,Others,Europe,North America,Others
F,23,162,48,2000,Summer,Sydney,Sailing,Silver,Germany,Oceania,Europe,Boat
F,24,183,70,2004,Summer,Athina,Judo,Silver,Netherlands,Europe,Europe,Combat
F,23,174,69,1976,Summer,Montreal,Rowing,Silver,Germany,North America,Europe,Boat
M,23,185,86,1972,Winter,others,Hockey,Gold,Russia,Asia,Europe,Ice
F,38,164,59,2008,Summer,Beijing,Fencing,Bronze,Italy,Asia,Europe,Combat
F,22,173,64,1976,Summer,Montreal,Canoeing,Silver,Hungary,North America,Europe,Boat
M,26,198,101,1992,Summer,Barcelona,Rowing,Gold,Canada,Europe,North America,Boat
F,23,166,50,2008,Summer,Beijing,Track&Field,Gold,Others,Asia,Africa,Race
F,24,181,70,1992,Summer,Barcelona,Rowing,Gold,Germany,Europe,Europe,Boat
M,25,185,82,1988,Winter,Calgary,MultiSport Race,Gold,Russia,North America,Europe,Race
M,25,171,74,1996,Summer,Atlanta,Canoeing,Gold,Hungary,North America,Europe,Boat
M,26,176,78,1952,Summer,others,Track&Field,Bronze,Hungary,Europe,Europe,Race
M,28,180,68,1972,Summer,Munich,Sailing,Bronze,Canada,Europe,North America,Boat
F,20,164,55,1952,Summer,others,Track&Field,Silver,Germany,Europe,Europe,Race
M,23,179,70,1984,Winter,others,MultiSport Race,Bronze,Germany,Europe,Europe,Race
M,32,186,98,1992,Summer,Barcelona,Others,Bronze,Italy,Europe,Europe,Target
M,29,183,77,1980,Summer,Moskva,Handball,Gold,Germany,Europe,Europe,Ball
M,26,199,93,2016,Summer,Rio de Janeiro,Rowing,Bronze,Netherlands,South America,Europe,Boat
F,30,167,58,1998,Winter,Nagano,Skiing,Silver,Norway,Asia,Europe,Snow
F,24,168,69,2012,Summer,London,Cycling,Bronze,Australia,Europe,Oceania,Others
F,29,177,67,2008,Summer,Beijing,Handball,Silver,Russia,Asia,Europe,Ball
M,26,185,89,1964,Winter,Innsbruck,Hockey,Gold,Russia,Europe,Europe,Ice
M,21,167,71,1956,Summer,Melbourne,Water Polo,Gold,Hungary,Oceania,Europe,Water
F,22,168,58,2002,Winter,Salt Lake City,Others,Bronze,Switzerland,North America,Europe,Snow
M,30,176,66,1928,Summer,others,Track&Field,Bronze,Finland,Europe,Europe,Race
M,24,180,139,1956,Summer,Melbourne,Others,Silver,Argentina,Oceania,South America,Others
F,29,158,56,2006,Winter,Torino,Skiing,Bronze,Russia,Europe,Europe,Snow
M,22,194,95,1980,Summer,Moskva,Rowing,Silver,Russia,Europe,Europe,Boat
F,27,175,63,1996,Summer,Atlanta,Others,Silver,Czech Republic,North America,Europe,Ball
M,26,174,82,2010,Winter,Vancouver,Others,Silver,Others,North America,Europe,Ice
M,19,187,107,1948,Summer,London,Swimming,Bronze,France,Europe,Europe,Water
F,25,175,70,1996,Summer,Atlanta,Rowing,Silver,Canada,North America,North America,Boat
F,20,173,73,1980,Summer,Moskva,Handball,Silver,Serbia,Europe,Europe,Ball
M,26,190,98,2016,Summer,Rio de Janeiro,Wrestling,Silver,Cuba,South America,North America,Combat
M,23,174,63,1972,Summer,Munich,Judo,Bronze,France,Europe,Europe,Combat
F,15,164,41,2000,Summer,Sydney,Gymnastics,Bronze,Others,Oceania,Europe,Acrobatic
M,24,174,68,2016,Summer,Rio de Janeiro,Track&Field,Bronze,Others,South America,North America,Race
M,24,176,69.5,1936,Winter,others,Skiing,Gold,Finland,Europe,Europe,Snow
M,30,170,68,1968,Summer,Mexico City,Football,Bronze,Japan,North America,Asia,Ball
F,22,174,68,1976,Summer,Montreal,Rowing,Silver,Bulgaria,North America,Europe,Boat
F,21,170,64,2014,Winter,Sochi,Hockey,Bronze,Switzerland,Europe,Europe,Ice
F,20,154,42,1998,Winter,Nagano,Skating,Silver,Russia,Asia,Europe,Ice
M,24,184,89,1968,Summer,Mexico City,Wrestling,Bronze,Hungary,North America,Europe,Combat
F,23,173,84,1952,Summer,others,Track&Field,Gold,Russia,Europe,Europe,Race
M,32,194,94,1996,Summer,Atlanta,Handball,Silver,Sweden,North America,Europe,Ball
F,29,184,75,2004,Summer,Athina,Handball,Gold,Denmark,Europe,Europe,Ball
M,22,175,78,2016,Summer,Rio de Janeiro,Others,Bronze,Others,South America,Africa,Ball
M,30,188,100,2008,Summer,Beijing,Water Polo,Bronze,Serbia,Asia,Europe,Water
F,15,136,30,1992,Summer,Barcelona,Gymnastics,Silver,China,Europe,Asia,Acrobatic
M,25,180,96,1998,Winter,Nagano,Hockey,Silver,Russia,Asia,Europe,Ice
M,22,210,115,2016,Summer,Rio de Janeiro,Basketball,Bronze,Spain,South America,Europe,Ball
M,26,174,88,2000,Summer,Sydney,Cycling,Bronze,Australia,Oceania,Oceania,Others
F,21,166,60,2000,Summer,Sydney,Others,Gold,China,Oceania,Asia,Ball
F,21,170,67,2000,Summer,Sydney,Swimming,Bronze,Japan,Oceania,Asia,Water
M,20,166,62,1972,Summer,Munich,Gymnastics,Bronze,Germany,Europe,Europe,Acrobatic
M,26,196,89,1980,Summer,Moskva,Volleyball,Bronze,Romania,Europe,Europe,Ball
M,28,171,73,1996,Summer,Atlanta,Wrestling,Silver,South Korea,North America,Asia,Combat
M,24,189,86,2016,Summer,Rio de Janeiro,Swimming,Gold,Netherlands,South America,Europe,Water
M,21,188,87,2012,Summer,London,Fencing,Silver,Others,Europe,Africa,Combat
F,22,165,57,1996,Summer,Atlanta,Others,Bronze,Serbia,North America,Europe,Target
F,22,171,60,2016,Summer,Rio de Janeiro,Others,Silver,China,South America,Asia,Acrobatic
M,26,190,92,1976,Summer,Montreal,Rowing,Gold,Russia,North America,Europe,Boat
M,27,176,75,2008,Summer,Beijing,Hockey,Bronze,Australia,Asia,Oceania,Ball
M,24,178,84,1988,Summer,Seoul,Others,Bronze,Hungary,Asia,Europe,Target
M,23,185,72,1992,Summer,Barcelona,Swimming,Silver,Russia,Europe,Europe,Water
M,20,192,87,1960,Summer,Roma,Rowing,Gold,Germany,Europe,Europe,Boat
M,22,177,70,1964,Summer,Tokyo,Swimming,Silver,Germany,Asia,Europe,Water
M,29,181,70,2010,Winter,Vancouver,Skiing,Bronze,Sweden,North America,Europe,Snow
F,29,159,59,1960,Winter,others,Skiing,Silver,Russia,North America,Europe,Snow
M,24,174,72,1912,Summer,others,Track&Field,Gold,Norway,Europe,Europe,Race
F,29,180,70,2012,Summer,London,Rowing,Silver,Australia,Europe,Oceania,Boat
M,25,180,73,1998,Winter,Nagano,MultiSport Race,Gold,Germany,Asia,Europe,Race
M,25,174,81,2000,Summer,Sydney,Judo,Gold,Japan,Oceania,Asia,Combat
M,23,157,48,1972,Summer,Munich,Wrestling,Silver,Bulgaria,Europe,Europe,Combat
M,19,178,70,1972,Summer,Munich,Swimming,Bronze,Canada,Europe,North America,Water
F,21,163,61,1968,Summer,Mexico City,Others,Silver,Russia,North America,Europe,Water
M,19,184,67,2006,Winter,Torino,Skiing,Gold,Austria,Europe,Europe,Snow
F,17,176,56,2008,Summer,Beijing,Gymnastics,Gold,Russia,Asia,Europe,Acrobatic
F,33,162,72,2016,Summer,Rio de Janeiro,Others,Gold,Germany,South America,Europe,Target
M,25,178,77,1968,Summer,Mexico City,Cycling,Bronze,Italy,North America,Europe,Others
M,28,179,73,2000,Summer,Sydney,MultiSport Race,Silver,Germany,Oceania,Europe,Race
F,22,156,52,1968,Winter,others,Skating,Silver,Russia,Europe,Europe,Ice
M,24,193,87,2012,Summer,London,Canoeing,Silver,Belarus,Europe,Europe,Boat
F,29,166,55,2004,Summer,Athina,Football,Silver,Brazil,Europe,South America,Ball
M,23,185,83,1956,Winter,others,Hockey,Bronze,Canada,Europe,North America,Ice
M,17,173,66,1996,Summer,Atlanta,Football,Gold,Others,North America,Africa,Ball
F,28,172,72,2004,Summer,Athina,Handball,Gold,Denmark,Europe,Europe,Ball
M,30,181,77,1960,Summer,Roma,Rowing,Silver,Russia,Europe,Europe,Boat
M,28,175,64,1948,Summer,London,Gymnastics,Bronze,Finland,Europe,Europe,Acrobatic
M,21,206,114,1988,Summer,Seoul,Handball,Gold,Russia,Asia,Europe,Ball
F,46,180,65,2004,Summer,Athina,Equestrianism,Silver,Germany,Europe,Europe,Others
F,38,171,81,2016,Summer,Rio de Janeiro,Others,Silver,Italy,South America,Europe,Target
M,24,161,57,1972,Summer,Munich,Gymnastics,Gold,Japan,Europe,Asia,Acrobatic
M,23,186,72,2004,Summer,Athina,Swimming,Bronze,Romania,Europe,Europe,Water
F,20,168,64,1964,Summer,Tokyo,Volleyball,Silver,Russia,Asia,Europe,Ball
M,23,180,75,1956,Summer,Melbourne,Basketball,Silver,Russia,Oceania,Europe,Ball
F,30,162,49,2004,Summer,Athina,Others,Silver,Russia,Europe,Europe,Water
M,26,186,72,1996,Summer,Atlanta,Canoeing,Silver,Czech Republic,North America,Europe,Boat
M,31,178,72,1936,Summer,others,Fencing,Bronze,France,Europe,Europe,Combat
F,35,165,58,2000,Summer,Sydney,Track&Field,Gold,Others,Oceania,North America,Race
M,21,180,74,1968,Summer,Mexico City,Others,Silver,Italy,North America,Europe,Water
M,23,194,96,1972,Summer,Munich,Handball,Bronze,Romania,Europe,Europe,Ball
M,23,183,73,1952,Summer,others,Swimming,Silver,Japan,Europe,Asia,Water
M,28,179,71,1980,Winter,others,MultiSport Race,Bronze,Germany,North America,Europe,Race
F,25,173,60,1992,Summer,Barcelona,Equestrianism,Gold,Germany,Europe,Europe,Others
M,24,196,88,1992,Summer,Barcelona,Rowing,Gold,Australia,Europe,Oceania,Boat
F,27,178,59,2004,Summer,Athina,Hockey,Bronze,Argentina,Europe,South America,Ball
M,23,181,65,1972,Summer,Munich,Sailing,Silver,Sweden,Europe,Europe,Boat
F,28,183,75,2008,Summer,Beijing,Volleyball,Bronze,China,Asia,Asia,Ball
M,24,180,82,1920,Summer,others,Hockey,Gold,Canada,Europe,North America,Ice
M,22,180,75,2008,Summer,Beijing,Boxing,Silver,Cuba,Asia,North America,Combat
M,28,173,75,1956,Summer,Melbourne,Fencing,Bronze,Russia,Oceania,Europe,Combat
M,29,173,65,1932,Winter,others,Skiing,Bronze,Finland,North America,Europe,Snow
M,30,204,142,2012,Summer,London,Track&Field,Gold,Poland,Europe,Europe,Race
M,31,182,73,2002,Winter,Salt Lake City,Skiing,Silver,Others,North America,Europe,Snow
F,16,160,47,2004,Summer,Athina,Gymnastics,Gold,Romania,Europe,Europe,Acrobatic
M,20,163,57,1996,Summer,Atlanta,Gymnastics,Silver,Romania,North America,Europe,Acrobatic
M,21,178,81,1964,Summer,Tokyo,Boxing,Gold,Italy,Asia,Europe,Combat
M,35,176,80,1996,Summer,Atlanta,Canoeing,Silver,Others,North America,Europe,Boat
M,37,160,56,1956,Summer,Melbourne,Gymnastics,Bronze,Japan,Oceania,Asia,Acrobatic
M,30,176,73,1980,Summer,Moskva,Equestrianism,Gold,Russia,Europe,Europe,Others
M,27,183,72,1976,Summer,Montreal,Equestrianism,Bronze,Others,North America,Europe,Others
F,28,163,63,2006,Winter,Torino,Hockey,Gold,Canada,Europe,North America,Ice
M,31,190,102,1968,Summer,Mexico City,Wrestling,Gold,Russia,North America,Europe,Combat
M,22,194,103,1976,Summer,Montreal,Rowing,Gold,Germany,North America,Europe,Boat
M,25,196,100,1980,Summer,Moskva,Handball,Bronze,Romania,Europe,Europe,Ball
M,17,182,65,1992,Winter,Albertville,Skiing,Silver,Austria,Europe,Europe,Snow
M,20,182,85,1948,Summer,London,Sailing,Gold,Denmark,Europe,Europe,Boat
M,20,187,86,1968,Summer,Mexico City,Basketball,Silver,Serbia,North America,Europe,Ball
M,26,164,59,1920,Summer,others,Track&Field,Bronze,Finland,Europe,Europe,Race
F,31,166,63,2004,Summer,Athina,Track&Field,Silver,Russia,Europe,Europe,Race
M,29,176,67,1994,Winter,Lillehammer,MultiSport Race,Bronze,France,Europe,Europe,Race
M,19,185,72,1972,Summer,Munich,Volleyball,Silver,Germany,Europe,Europe,Ball
